"Lumen of third septal branch of left posterior interventricular artery",50000196
"Wall of right dorsal artery proper of penis",50000197
"Lumen of right dorsal artery proper of penis",50000198
"Wall of artery to sciatic nerve",50000199
"Lumen of artery to sciatic nerve",50000200
"Wall of medial branch of artery of tuber cinereum",50000201
"Lumen of medial branch of artery of tuber cinereum",50000202
"Wall of trunk of anastomosing meningeal branch of left internal carotid artery",50000203
"Lumen of trunk of anastomosing meningeal branch of left internal carotid artery",50000204
"Wall of trunk of left inferior central retinal artery",50000205
"Lumen of trunk of left inferior central retinal artery",50000206
"Wall of precentral branch of right ninth posterior intercostal artery",50000207
"Lumen of precentral branch of right ninth posterior intercostal artery",50000208
"Wall of trunk of left posterior ciliary artery",50000209
"Lumen of trunk of left posterior ciliary artery",50000210
"Wall of trunk of medial superior genicular artery",50000211
"Lumen of trunk of medial superior genicular artery",50000212
"Wall of terminal superficial branch of supra-orbital artery",50000213
"Lumen of terminal superficial branch of supra-orbital artery",50000214
"Wall of right distal medial striate artery",50000215
"Lumen of right distal medial striate artery",50000216
"Wall of perforating branch of internal thoracic artery",50000217
"Lumen of perforating branch of internal thoracic artery",50000218
"Wall of right testicular artery",50000219
"Lumen of right testicular artery",50000220
"Wall of subcapsular arterial plexus of left adrenal gland",50000221
"Lumen of subcapsular arterial plexus of left adrenal gland",50000222
"Wall of trunk of left pre-optic artery",50000223
"Lumen of trunk of left pre-optic artery",50000224
"Wall of posterior deep temporal artery",50000225
"Lumen of posterior deep temporal artery",50000226
"Wall of trunk of deep palmar branch of left ulnar artery",50000227
"Lumen of trunk of deep palmar branch of left ulnar artery",50000228
"Wall of trunk of left middle rectal artery",50000229
"Lumen of trunk of left middle rectal artery",50000230
"Wall of trunk of right femoral nutrient artery",50000231
"Lumen of trunk of right femoral nutrient artery",50000232
"Wall of left common interosseous artery",50000233
"Lumen of left common interosseous artery",50000234
"Wall of lateral cutaneous branch of right eighth posterior intercostal artery",50000235
"Lumen of lateral cutaneous branch of right eighth posterior intercostal artery",50000236
"Wall of trunk of palmar carpal branch of right radial artery",50000237
"Lumen of trunk of palmar carpal branch of right radial artery",50000238
"Wall of costal branch of tenth posterior intercostal artery",50000239
"Lumen of costal branch of tenth posterior intercostal artery",50000240
"Wall of meningeal branch of left posterior ethmoidal artery to dura mater",50000241
"Lumen of meningeal branch of left posterior ethmoidal artery to dura mater",50000242
"Wall of trunk of right internal pudendal artery",50000243
"Lumen of trunk of right internal pudendal artery",50000244
"Wall of medial branch of dorsal branch of left third lumbar artery",50000245
"Lumen of medial branch of dorsal branch of left third lumbar artery",50000246
"Wall of trunk of vena comitantes of right internal thoracic artery",50000247
"Lumen of trunk of vena comitantes of right internal thoracic artery",50000248
"Wall of trunk of branch of anterior choroidal artery to red nucleus",50000249
"Lumen of trunk of branch of anterior choroidal artery to red nucleus",50000250
"Wall of lateral branch of left superior segmental artery",50000251
"Lumen of lateral branch of left superior segmental artery",50000252
"Wall of left lower lobar bronchial artery",50000253
"Lumen of left lower lobar bronchial artery",50000254
"Wall of trunk of cavernous branch of internal carotid artery to wall of petrosal sinus",50000255
"Lumen of trunk of cavernous branch of internal carotid artery to wall of petrosal sinus",50000256
"Wall of costal branch of posterior intercostal artery",50000257
"Lumen of costal branch of posterior intercostal artery",50000258
"Wall of first posterior ventricular branch of circumflex coronary artery",50000259
"Lumen of first posterior ventricular branch of circumflex coronary artery",50000260
"Wall of trunk of zygomatic branch of lacrimal artery",50000261
"Lumen of trunk of zygomatic branch of lacrimal artery",50000262
"Wall of trunk of superior terminal branch of right middle cerebral artery",50000263
"Lumen of trunk of superior terminal branch of right middle cerebral artery",50000264
"Wall of postlaminar branch of dorsal branch of right second lumbar artery",50000265
"Lumen of postlaminar branch of dorsal branch of right second lumbar artery",50000266
"Wall of sinoatrial nodal branch of right coronary artery",50000267
"Lumen of sinoatrial nodal branch of right coronary artery",50000268
"Wall of supreme intercostal artery",50000269
"Lumen of supreme intercostal artery",50000270
"Wall of collateral branch of right seventh posterior intercostal artery",50000271
"Lumen of collateral branch of right seventh posterior intercostal artery",50000272
"Wall of trunk of right axillary artery",50000273
"Lumen of trunk of right axillary artery",50000274
"Wall of diagonal branch of anterior descending branch of left coronary artery",50000275
"Lumen of diagonal branch of anterior descending branch of left coronary artery",50000276
"Wall of trunk of left deep cervical artery",50000277
"Lumen of trunk of left deep cervical artery",50000278
"Wall of trunk of branch of left anterior ciliary artery to minor circulus arteriosus of left iris",50000279
"Lumen of trunk of branch of left anterior ciliary artery to minor circulus arteriosus of left iris",50000280
"Wall of left accessory meningeal artery",50000281
"Lumen of left accessory meningeal artery",50000282
"Wall of right lateral tarsal artery",50000283
"Lumen of right lateral tarsal artery",50000284
"Wall of postcentral branch of right sixth posterior intercostal artery",50000285
"Lumen of postcentral branch of right sixth posterior intercostal artery",50000286
"Wall of trunk of splenic artery",50000287
"Lumen of trunk of splenic artery",50000288
"Wall of trunk of ascending branch of inferior branch of ileocolic artery",50000289
"Lumen of trunk of ascending branch of inferior branch of ileocolic artery",50000290
"Wall of trunk of scrotal branch of right superficial external pudendal artery",50000291
"Lumen of trunk of scrotal branch of right superficial external pudendal artery",50000292
"Wall of auricularis posterior branch of left posterior auricular artery",50000293
"Lumen of auricularis posterior branch of left posterior auricular artery",50000294
"Wall of left external iliac artery proper",50000295
"Lumen of left external iliac artery proper",50000296
"Wall of first common palmar digital artery",50000297
"Lumen of first common palmar digital artery",50000298
"Wall of trunk of left dorsal artery proper of clitoris",50000299
"Lumen of trunk of left dorsal artery proper of clitoris",50000300
"Wall of right common superficial digital artery",50000301
"Lumen of right common superficial digital artery",50000302
"Wall of right first dorsal metacarpal artery",50000303
"Lumen of right first dorsal metacarpal artery",50000304
"Wall of trunk of right insular artery",50000305
"Lumen of trunk of right insular artery",50000306
"Wall of deltoid branch of thoraco-acromial artery",50000307
"Lumen of deltoid branch of thoraco-acromial artery",50000308
"Wall of postlaminar branch of dorsal branch of sixth posterior intercostal artery",50000309
"Lumen of postlaminar branch of dorsal branch of sixth posterior intercostal artery",50000310
"Wall of right deep medial plantar artery",50000311
"Lumen of right deep medial plantar artery",50000312
"Wall of postcentral branch of left tenth posterior intercostal artery",50000313
"Lumen of postcentral branch of left tenth posterior intercostal artery",50000314
"Wall of meningeal branch of right internal carotid artery",50000315
"Lumen of meningeal branch of right internal carotid artery",50000316
"Wall of vaginal branch of left middle rectal artery",50000317
"Lumen of vaginal branch of left middle rectal artery",50000318
"Wall of branch of median sacral artery anastomosing with iliolumbar artery",50000319
"Lumen of branch of median sacral artery anastomosing with iliolumbar artery",50000320
"Wall of branch of anterior choroidal artery to substantia nigra",50000321
"Lumen of branch of anterior choroidal artery to substantia nigra",50000322
"Wall of anterior radicular branch of right third posterior intercostal artery",50000323
"Lumen of anterior radicular branch of right third posterior intercostal artery",50000324
"Wall of left external iliac artery",50000325
"Lumen of left external iliac artery",50000326
"Wall of lateral cutaneous branch of left first posterior intercostal artery",50000327
"Lumen of lateral cutaneous branch of left first posterior intercostal artery",50000328
"Wall of articular branch of dorsal branch of left third lumbar artery",50000329
"Lumen of articular branch of dorsal branch of left third lumbar artery",50000330
"Lumen of trunk of subdivision of axillary artery",50000331
"Wall of trunk of right deep external pudendal artery proper",50000332
"Lumen of trunk of right deep external pudendal artery proper",50000333
"Wall of trunk of right lateral superior genicular artery",50000334
"Lumen of trunk of right lateral superior genicular artery",50000335
"Wall of trunk of umbilical artery",50000336
"Lumen of trunk of umbilical artery",50000337
"Wall of muscular branch of lateral thoracic artery",50000338
"Lumen of muscular branch of lateral thoracic artery",50000339
"Wall of perforating branch of left posterior interosseous artery",50000340
"Lumen of perforating branch of left posterior interosseous artery",50000341
"Wall of trunk of left dorsal nasal artery",50000342
"Lumen of trunk of left dorsal nasal artery",50000343
"Wall of trunk of artery of right postcentral sulcus",50000344
"Lumen of trunk of artery of right postcentral sulcus",50000345
"Wall of pleural branch of left eleventh posterior intercostal artery",50000346
"Lumen of pleural branch of left eleventh posterior intercostal artery",50000347
"Wall of trunk of right superior vesical artery",50000348
"Lumen of trunk of right superior vesical artery",50000349
"Wall of second anterior ventricular branch of circumflex coronary artery",50000350
"Lumen of second anterior ventricular branch of circumflex coronary artery",50000351
"Wall of trunk of chiasmatic branch of right posterior communicating artery",50000352
"Lumen of trunk of chiasmatic branch of right posterior communicating artery",50000353
"Wall of trunk of submental artery",50000354
"Lumen of trunk of submental artery",50000355
"Wall of glenohumeral branch of right suprascapular artery",50000356
"Lumen of glenohumeral branch of right suprascapular artery",50000357
"Wall of trunk of left posterior choroidal artery",50000358
"Lumen of trunk of left posterior choroidal artery",50000359
"Wall of left lateral occipital artery",50000360
"Lumen of left lateral occipital artery",50000361
"Wall of trunk of third superficial digital artery",50000362
"Lumen of trunk of third superficial digital artery",50000363
"Wall of trunk of branch of lacrimal artery",50000364
"Lumen of trunk of branch of lacrimal artery",50000365
"Wall of trunk of muscular branch of right ophthalmic artery",50000366
"Lumen of trunk of muscular branch of right ophthalmic artery",50000367
"Wall of right posterior meningeal artery",50000368
"Lumen of right posterior meningeal artery",50000369
"Wall of right dorsal carpal branch of ulnar artery",50000370
"Lumen of right dorsal carpal branch of ulnar artery",50000371
"Wall of trunk of medial circumflex femoral artery",50000372
"Lumen of trunk of medial circumflex femoral artery",50000373
"Wall of anterior segmental artery",50000374
"Lumen of anterior segmental artery",50000375
"Wall of right second plantar metatarsal artery",50000376
"Lumen of right second plantar metatarsal artery",50000377
"Wall of trunk of axillary lymph node branch of lateral thoracic artery",50000378
"Lumen of trunk of axillary lymph node branch of lateral thoracic artery",50000379
"Wall of trunk of anterior mediastinal branch of right internal thoracic artery",50000380
"Lumen of trunk of anterior mediastinal branch of right internal thoracic artery",50000381
"Wall of teres major branch of posterior circumflex humeral artery",50000382
"Lumen of teres major branch of posterior circumflex humeral artery",50000383
"Wall of left superficial epigastric artery",50000384
"Lumen of left superficial epigastric artery",50000385
"Wall of inferior branch of right lateral sacral artery",50000386
"Lumen of inferior branch of right lateral sacral artery",50000387
"Wall of left vaginal artery",50000388
"Lumen of left vaginal artery",50000389
"Wall of precentral branch of seventh posterior intercostal artery",50000390
"Lumen of precentral branch of seventh posterior intercostal artery",50000391
"Wall of medullary branch of left eighth posterior intercostal artery",50000392
"Lumen of medullary branch of left eighth posterior intercostal artery",50000393
"Wall of biceps branch of right brachial artery",50000394
"Lumen of biceps branch of right brachial artery",50000395
"Wall of arcuate branch of right anterior inferior segmental renal artery",50000396
"Lumen of arcuate branch of right anterior inferior segmental renal artery",50000397
"Wall of mastoid branch of right posterior auricular artery",50000398
"Lumen of mastoid branch of right posterior auricular artery",50000399
"Wall of right posterior ethmoidal artery",50000400
"Lumen of right posterior ethmoidal artery",50000401
"Wall of deltoid branch of right circumflex scapular artery",50000402
"Lumen of deltoid branch of right circumflex scapular artery",50000403
"Wall of unnamed branch of ninth posterior intercostal artery",50000404
"Lumen of unnamed branch of ninth posterior intercostal artery",50000405
"Wall of branch of radial recurrent artery",50000406
"Lumen of branch of radial recurrent artery",50000407
"Wall of medullary branch of ninth posterior intercostal artery",50000408
"Lumen of medullary branch of ninth posterior intercostal artery",50000409
"Wall of trunk of left third plantar metatarsal artery",50000410
"Lumen of trunk of left third plantar metatarsal artery",50000411
"Wall of left ulnar artery",50000412
"Lumen of left ulnar artery",50000413
"Wall of trunk of occipital branch of left occipital artery",50000414
"Lumen of trunk of occipital branch of left occipital artery",50000415
"Wall of right sternocleidomastoid artery",50000416
"Lumen of right sternocleidomastoid artery",50000417
"Wall of trunk of branch of inferior epigastric artery",50000418
"Lumen of trunk of branch of inferior epigastric artery",50000419
"Wall of trunk of temporal branch of lacrimal artery",50000420
"Lumen of trunk of temporal branch of lacrimal artery",50000421
"Wall of posterior branch of lateral cutaneous branch of ventral branch of left second lumbar artery",50000422
"Lumen of posterior branch of lateral cutaneous branch of ventral branch of left second lumbar artery",50000423
"Wall of left descending genicular artery",50000424
"Lumen of left descending genicular artery",50000425
"Wall of trunk of right anterior lateral malleolar artery",50000426
"Lumen of trunk of right anterior lateral malleolar artery",50000427
"Wall of second perforating femoral artery of left thigh",50000428
"Lumen of second perforating femoral artery of left thigh",50000429
"Wall of basal branch of right lateral basal segmental artery",50000430
"Lumen of basal branch of right lateral basal segmental artery",50000431
"Wall of zone 10 of circumflex branch of left coronary artery",50000432
"Lumen of zone 10 of circumflex branch of left coronary artery",50000433
"Wall of tentorial marginal branch of left internal carotid artery",50000434
"Lumen of tentorial marginal branch of left internal carotid artery",50000435
"Wall of trunk of anterior superior segmental branch of right hepatic artery",50000436
"Lumen of trunk of anterior superior segmental branch of right hepatic artery",50000437
"Wall of muscular branch of collateral branch of right third posterior intercostal artery",50000438
"Lumen of muscular branch of collateral branch of right third posterior intercostal artery",50000439
"Wall of lateral branch of artery of tuber cinereum",50000440
"Lumen of lateral branch of artery of tuber cinereum",50000441
"Wall of lateral head of triceps muscle branch of left posterior circumflex humeral artery",50000442
"Lumen of lateral head of triceps muscle branch of left posterior circumflex humeral artery",50000443
"Wall of right anterior lateral malleolar artery",50000444
"Lumen of right anterior lateral malleolar artery",50000445
"Wall of trunk of anterior glandular branch of superior thyroid artery",50000446
"Lumen of trunk of anterior glandular branch of superior thyroid artery",50000447
"Wall of right suprascapular artery",50000448
"Lumen of right suprascapular artery",50000449
"Wall of right first common palmar digital artery",50000450
"Lumen of right first common palmar digital artery",50000451
"Wall of lateral cutaneous branch of seventh posterior intercostal artery",50000452
"Lumen of lateral cutaneous branch of seventh posterior intercostal artery",50000453
"Wall of arcuate branch of left superior segmental renal artery",50000454
"Lumen of arcuate branch of left superior segmental renal artery",50000455
"Wall of trunk of muscular branch of left ulnar artery",50000456
"Lumen of trunk of muscular branch of left ulnar artery",50000457
"Wall of precentral branch of right second posterior intercostal artery",50000458
"Lumen of precentral branch of right second posterior intercostal artery",50000459
"Wall of collateral branch of posterior intercostal artery",50000460
"Lumen of collateral branch of posterior intercostal artery",50000461
"Wall of postcentral branch of spinal branch of right fourth lumbar artery",50000462
"Lumen of postcentral branch of spinal branch of right fourth lumbar artery",50000463
"Wall of postlaminar branch of dorsal branch of left sixth posterior intercostal artery",50000464
"Lumen of postlaminar branch of dorsal branch of left sixth posterior intercostal artery",50000465
"Wall of radicular branch of left vertebral artery",50000466
"Lumen of radicular branch of left vertebral artery",50000467
"Wall of left subcostal artery",50000468
"Lumen of left subcostal artery",50000469
"Wall of right lobe branch of right hepatic artery",50000470
"Lumen of right lobe branch of right hepatic artery",50000471
"Wall of medial branch of superior cerebellar artery",50000472
"Lumen of medial branch of superior cerebellar artery",50000473
"Wall of trunk of intermediomedial branch of right callosomarginal artery",50000474
"Lumen of trunk of intermediomedial branch of right callosomarginal artery",50000475
"Wall of precentral branch of left third posterior intercostal artery",50000476
"Lumen of precentral branch of left third posterior intercostal artery",50000477
"Wall of posterior radicular branch of left eleventh posterior intercostal artery",50000478
"Lumen of posterior radicular branch of left eleventh posterior intercostal artery",50000479
"Wall of popliteal artery",50000480
"Lumen of popliteal artery",50000481
"Wall of trunk of branch of superior thoracic artery",50000482
"Lumen of trunk of branch of superior thoracic artery",50000483
"Wall of diploic branch of supra-orbital artery",50000484
"Lumen of diploic branch of supra-orbital artery",50000485
"Wall of branch of anterior division of internal iliac artery",50000486
"Lumen of branch of anterior division of internal iliac artery",50000487
"Wall of trunk of lateral glandular branch of left superior thyroid artery",50000488
"Lumen of trunk of lateral glandular branch of left superior thyroid artery",50000489
"Wall of lateral malleolar branch of fibular artery",50000490
"Lumen of lateral malleolar branch of fibular artery",50000491
"Wall of left eighth anterior intercostal artery",50000492
"Lumen of left eighth anterior intercostal artery",50000493
"Wall of arcuate branch of left anterior inferior segmental renal artery",50000494
"Lumen of arcuate branch of left anterior inferior segmental renal artery",50000495
"Wall of trunk of plantar digital artery of left fourth toe",50000496
"Lumen of trunk of plantar digital artery of left fourth toe",50000497
"Wall of trunk of transverse branch of right lateral circumflex femoral artery",50000498
"Lumen of trunk of transverse branch of right lateral circumflex femoral artery",50000499
"Wall of trunk of branch of anterior choroidal artery to tuber cinereum",50000500
"Lumen of trunk of branch of anterior choroidal artery to tuber cinereum",50000501
"Wall of trunk of branch of medial circumflex femoral artery",50000502
"Lumen of trunk of branch of medial circumflex femoral artery",50000503
"Wall of trunk of dorsal digital artery of fourth toe",50000504
"Lumen of trunk of dorsal digital artery of fourth toe",50000505
"Wall of deep palmar arterial arch",50000506
"Lumen of deep palmar arterial arch",50000507
"Wall of left bronchial artery",50000508
"Lumen of left bronchial artery",50000509
"Wall of anterior radicular branch of subcostal artery",50000510
"Lumen of anterior radicular branch of subcostal artery",50000511
"Wall of trunk of pterygoid branch of left maxillary artery",50000512
"Lumen of trunk of pterygoid branch of left maxillary artery",50000513
"Wall of left masseteric artery",50000514
"Lumen of left masseteric artery",50000515
"Wall of right deep femoral artery",50000516
"Lumen of right deep femoral artery",50000517
"Wall of trunk of suprahyoid artery",50000518
"Lumen of trunk of suprahyoid artery",50000519
"Wall of trunk of pectoralis minor muscle branch of left lateral thoracic artery",50000520
"Lumen of trunk of pectoralis minor muscle branch of left lateral thoracic artery",50000521
"Wall of vertebral artery",50000522
"Lumen of vertebral artery",50000523
"Wall of trunk of pharyngeal branch of right inferior thyroid artery",50000524
"Lumen of trunk of pharyngeal branch of right inferior thyroid artery",50000525
